Bench polynomial matrix multiplication (FFT prime)
p = 786433  (FFT prime, bit length = 20)
size,degree,ntlx,linbox,ratio(ntlx/linbox)
p = 797483724870149  (normal prime, bit length = 50)
size,degree,ntlx,linbox,ratio(ntlx/linbox)
2,30,0.00001810,0.03077828,0.00058824
2,60,0.00004940,0.02500117,0.00197571
2,120,0.00013128,0.02422060,0.00542039
2,250,0.00039742,0.01162024,0.03420051
2,510,0.00084488,0.01227762,0.06881456
2,1020,0.00179267,0.01749517,0.10246661
2,2040,0.00366311,0.02939277,0.12462621
2,4090,0.00798143,0.06146956,0.12984365
2,8190,0.01297150,0.10603160,0.12233619
2,16380,0.02390023,0.20449543,0.11687414
2,32760,0.05187825,0.40371737,0.12850139
2,131070,0.24018638,1.60845218,0.14932765
4,30,0.00007427,0.02174927,0.00341464
4,60,0.00025405,0.01386807,0.01831869
4,120,0.00076651,0.01523355,0.05031737
4,250,0.00236518,0.01056445,0.22388069
4,510,0.00445250,0.01779484,0.25021296
4,1020,0.00503303,0.02439295,0.20633144
4,2040,0.00777146,0.04586183,0.16945381
4,4090,0.01193906,0.09044850,0.13199846
4,8190,0.02418413,0.18331847,0.13192412
4,16380,0.05211035,0.36550677,0.14257014
4,32760,0.11499630,0.73833931,0.15574993
4,131070,0.58850365,3.05064043,0.19291151
8,30,0.00043808,0.01970186,0.02223561
8,60,0.00176056,0.02136589,0.08240038
8,120,0.00527362,0.01674372,0.31496119
8,250,0.00278225,0.02068146,0.13452853
8,510,0.00574669,0.03110002,0.18478096
8,1020,0.01078881,0.05771291,0.18693927
8,2040,0.02219740,0.11134310,0.19936036
8,4090,0.04915671,0.22875522,0.21488782
8,8190,0.11541364,0.44909546,0.25699133
8,16380,0.24274423,0.90562623,0.26804020
8,32760,0.52686328,1.90097262,0.27715459
8,131070,3.51821909,8.14300707,0.43205404
16,30,0.00172981,0.03891703,0.04444858
16,60,0.00291223,0.01962757,0.14837454
16,120,0.00574555,0.02810166,0.20445586
16,250,0.01075544,0.04975234,0.21617964
16,510,0.02187653,0.09479788,0.23077023
16,1020,0.04711963,0.18796957,0.25067692
16,2040,0.10324288,0.36914046,0.27968454
16,4090,0.22807386,0.75028170,0.30398430
16,8190,0.47940480,1.61964707,0.29599337
16,16380,1.01356571,3.35360581,0.30223162
16,32760,2.14563765,7.06056253,0.30389047
16,131070,14.53171415,33.23520598,0.43723858
32,30,0.00611290,0.04015572,0.15222982
32,60,0.01091950,0.05051783,0.21615140
32,120,0.02108740,0.09073001,0.23241922
32,250,0.04527215,0.17376002,0.26054409
32,510,0.10069657,0.35249777,0.28566584
32,1020,0.20749940,0.70511245,0.29427845
32,2040,0.42657652,1.49909285,0.28455644
32,4090,0.89186012,3.21947375,0.27702047
32,8190,1.90100359,6.66791990,0.28509694
32,16380,4.33914689,13.72394667,0.31617340
32,32760,13.30965768,26.91085998,0.49458314
64,30,0.05966610,0.10315236,0.57842693
64,60,0.05215212,0.16626533,0.31366801
64,120,0.10647758,0.33957391,0.31356232
64,250,0.20751168,0.69692752,0.29775218
64,510,0.46422060,1.48864439,0.31184116
64,1020,1.02186917,3.13577721,0.32587429
64,2040,2.22704675,6.53732886,0.34066617
64,4090,4.57273080,13.19897879,0.34644580
64,8190,9.66066797,33.16323848,0.29130653
128,30,0.23990077,0.37172174,0.64537730
128,60,0.50815913,0.73857501,0.68802643
128,120,1.16178694,1.60798071,0.72251299
128,250,1.30391990,3.41895978,0.38137913
128,510,2.74714652,8.61643891,0.31882621
128,1020,5.67650162,17.70146724,0.32067972
128,2040,11.80224828,36.87491834,0.32006168
256,30,1.08555959,1.67867454,0.64667662
256,60,2.57660945,3.86838616,0.66606831
256,120,5.34445091,8.10005662,0.65980414
256,250,11.19349230,16.57784559,0.67520790
256,510,15.66999076,34.45125808,0.45484524
512,30,5.92250084,8.68024595,0.68229643
512,60,12.68273971,17.43470613,0.72744213
512,120,25.58035701,37.02448759,0.69090374
1024,30,30.73461362,43.31543545,0.70955338


Bench polynomial matrix multiplication (normal prime)
p = 953410053223771211  (normal prime, bit length = 60)
size,degree,ntlx,linbox,ratio(ntlx/linbox)
2,30,0.00001827,0.11136678,0.00016409
2,60,0.00004760,0.10124056,0.00047015
2,120,0.00013026,0.10042288,0.00129712
2,250,0.00038823,0.10986261,0.00353380
2,510,0.00084045,0.12058193,0.00696996
2,1020,0.00163937,0.01874265,0.08746734
2,2040,0.00384293,0.03276611,0.11728382
2,4090,0.00757520,0.06375929,0.11880943
2,8190,0.01181496,0.12931040,0.09136897
2,16380,0.02393971,0.24592326,0.09734627
2,32760,0.05227735,0.48909392,0.10688612
2,131070,0.25182040,1.93729616,0.12998550
4,30,0.00007896,0.65122437,0.00012125
4,60,0.00027223,0.70324921,0.00038711
4,120,0.00079260,0.02032513,0.03899601
4,250,0.00245557,0.01779191,0.13801639
4,510,0.00227769,0.01955134,0.11649767
4,1020,0.00451898,0.02900536,0.15579795
4,2040,0.00908830,0.05783549,0.15714062
4,4090,0.01784394,0.10852793,0.16441797
4,8190,0.03698523,0.21966037,0.16837461
4,16380,0.07942880,0.43977687,0.18061160
4,32760,0.17073252,0.88551807,0.19280523
4,131070,0.86614164,3.68012691,0.23535646
8,30,0.00044008,0.02628484,0.01674258
8,60,0.00177046,0.01911652,0.09261398
8,120,0.00529658,0.01688088,0.31376198
8,250,0.00420264,0.02084504,0.20161326
8,510,0.00836468,0.03967972,0.21080499
8,1020,0.01723524,0.07096789,0.24285972
8,2040,0.03453411,0.14030979,0.24612757
8,4090,0.07709339,0.28024729,0.27509057
8,8190,0.17637011,0.55330222,0.31875908
8,16380,0.37126630,1.09911020,0.33778806
8,32760,0.78785134,2.31928661,0.33969555
8,131070,3.70559853,9.93500332,0.37298413
16,30,0.00249848,0.02349246,0.10635258
16,60,0.00440191,0.02724539,0.16156515
16,120,0.00828751,0.03804465,0.21783652
16,250,0.01675518,0.06544724,0.25601050
16,510,0.03385847,0.11646218,0.29072505
16,1020,0.07238783,0.23094431,0.31344279
16,2040,0.15923775,0.46279499,0.34407838
16,4090,0.34512329,0.92969665,0.37122140
16,8190,0.72944850,1.97375696,0.36957362
16,16380,1.52132433,4.17502258,0.36438709
16,32760,3.23327592,8.64154294,0.37415493
16,131070,14.95089834,39.91466789,0.37457153
32,30,0.00866461,0.03951562,0.21927046
32,60,0.01657045,0.05982749,0.27697047
32,120,0.03291418,0.10979185,0.29978714
32,250,0.07165274,0.21727651,0.32977674
32,510,0.15618032,0.43929176,0.35552755
32,1020,0.31860905,0.87910973,0.36242239
32,2040,0.64200140,1.85588920,0.34592658
32,4090,1.34237958,3.96133840,0.33887021
32,8190,3.00441474,8.19301218,0.36670454
32,16380,6.57889480,16.65530835,0.39500288
32,32760,13.66357922,33.82117177,0.40399485
64,30,0.05675274,0.12491783,0.45432054
64,60,0.07961098,0.21224698,0.37508653
64,120,0.15841821,0.42343058,0.37413030
64,250,0.32826953,0.87486930,0.37522123
64,510,0.74850457,1.87536413,0.39912493
64,1020,1.56914422,3.95309982,0.39694020
64,2040,3.30560368,8.06524332,0.40985790
64,4090,6.98821395,16.46515163,0.42442451
64,8190,14.54759567,32.98399894,0.44105009
128,30,0.24251026,0.46999069,0.51598950
128,60,0.56736292,0.96143973,0.59011803
128,120,1.17329133,1.99647865,0.58768038
128,250,1.90108718,4.31423443,0.44065458
128,510,4.15475911,8.84179685,0.46989986
128,1020,8.60393279,17.78613798,0.48374373
128,2040,17.72653097,37.00430840,0.47903965
256,30,1.08623102,1.98986575,0.54588156
256,60,2.53538043,4.32684771,0.58596480
256,120,5.29439971,8.96743870,0.59040267
256,250,11.24021755,20.21593191,0.55600789
256,510,23.50847287,41.95327132,0.56034898
512,30,5.98088372,10.60726471,0.56384788
512,60,12.65674357,21.27091844,0.59502572
512,120,25.64508312,44.96559033,0.57032684
1024,30,30.70522114,52.73272431,0.58228020


