Bench polynomial matrix multiplication (FFT prime)
p = 786433  (FFT prime, bit length = 20)
size,degree,ntlx,linbox,ratio(ntlx/linbox)
512,60,17.85786969,15.19663714,1.17511983
512,120,36.18117687,31.88429610,1.13476480
1024,30,58.18465473,37.02705115,1.57140936

Bench polynomial matrix multiplication (normal prime)
p = 1054835355159301  (normal prime, bit length = 50)
size,degree,ntlx,linbox,ratio(ntlx/linbox)
2,30,0.00002034,0.03035903,0.00066998
2,60,0.00004993,0.01421556,0.00351228
2,120,0.00012910,0.01040059,0.01241237
2,250,0.00038973,0.00884204,0.04407739
2,510,0.00084125,0.01127384,0.07462008
2,1020,0.00172718,0.01768912,0.09764081
2,2040,0.00377585,0.02858455,0.13209420
2,4090,0.00804982,0.05388099,0.14939998
2,8190,0.01231795,0.10476968,0.11757171
2,16380,0.02381149,0.20513551,0.11607687
2,32760,0.05188361,0.40302092,0.12873677
2,131070,0.24017840,1.60162596,0.14995911
4,30,0.00007635,0.01404875,0.00543493
4,60,0.00027567,0.01303281,0.02115230
4,120,0.00079994,0.01442062,0.05547203
4,250,0.00255068,0.01044557,0.24418768
4,510,0.00300932,0.01624024,0.18529994
4,1020,0.00622278,0.02455076,0.25346575
4,2040,0.01032790,0.04656556,0.22179260
4,4090,0.01939755,0.09124569,0.21258589
4,8190,0.04041460,0.18255734,0.22138029
4,16380,0.08724797,0.36336718,0.24010967
4,32760,0.18699090,0.73287387,0.25514746
4,131070,1.21875005,2.96587212,0.41092468
8,30,0.00044593,0.01079137,0.04132247
8,60,0.00180222,0.01264690,0.14250310
8,120,0.00529739,0.01637231,0.32355784
8,250,0.00560048,0.01994037,0.28086154
8,510,0.00968399,0.03120865,0.31029838
8,1020,0.01827123,0.05799218,0.31506362
8,2040,0.03768011,0.11313871,0.33304350
8,4090,0.08081569,0.22533209,0.35865151
8,8190,0.17792218,0.44801291,0.39713627
8,16380,0.37371309,0.90301959,0.41384827
8,32760,0.76402942,1.81664755,0.42057108
8,131070,4.92475562,8.17300270,0.60256381
16,30,0.00220941,0.01504214,0.14688099
16,60,0.00555383,0.01932643,0.28736951
16,120,0.00985255,0.02801281,0.35171596
16,250,0.01836322,0.04940415,0.37169398
16,510,0.03761707,0.09617854,0.39111706
16,1020,0.08033148,0.19019995,0.42235276
16,2040,0.17430777,0.40039157,0.43534326
16,4090,0.36821153,0.76639282,0.48044751
16,8190,0.75077099,1.55399453,0.48312331
16,16380,1.54625776,3.26966362,0.47291035
16,32760,4.65599169,6.79190104,0.68552113
16,131070,21.37995233,30.24119719,0.70698102
32,30,0.00850891,0.03626994,0.23459951
32,60,0.01713960,0.05255544,0.32612417
32,120,0.03495276,0.08897496,0.39283816
32,250,0.07297953,0.17743897,0.41129367
32,510,0.15886245,0.35347040,0.44943635
32,1020,0.32891023,0.70764090,0.46479822
32,2040,0.68161088,1.42858155,0.47712424
32,4090,1.39719485,3.05335254,0.45759369
32,8190,2.87089320,6.34088557,0.45275903
32,16380,8.85531428,13.74217796,0.64438943
32,32760,18.43438693,33.32073176,0.55324076
64,30,0.13933652,0.09161451,1.52090003
64,60,0.08730316,0.16486787,0.52953409
64,120,0.18113308,0.34026045,0.53233657
64,250,0.35726361,0.69243917,0.51594946
64,510,0.81097988,1.40972319,0.57527597
64,1020,1.64827502,2.97315037,0.55438670
64,2040,3.44903747,6.37120236,0.54134797
64,4090,7.31422125,16.01478854,0.45671669
64,8190,22.34455531,33.11572529,0.67474153
128,30,0.58490237,0.36831337,1.58805629
128,60,1.00460588,0.74735522,1.34421470
128,120,2.08808334,1.53716929,1.35839517
128,250,2.00002998,3.26602993,0.61237344
128,510,4.59653162,8.21649163,0.55942753
128,1020,9.57555693,17.75943226,0.53918148
128,2040,19.28425012,36.92387305,0.52227051
256,30,2.59790441,1.69004568,1.53718000
256,60,4.55533510,3.52798929,1.29119868
256,120,9.44591519,7.74658541,1.21936501
256,250,19.82591001,16.62600550,1.19246382
256,510,26.61155689,34.81726929,0.76432062
512,30,11.91994025,8.39740968,1.41947823
512,60,21.48180017,17.37343742,1.23647380
512,120,44.13042664,36.84604783,1.19769770
1024,30,58.06139954,42.79666623,1.35668043

Bench polynomial matrix multiplication (normal prime)
p = 1138198087470871051  (normal prime, bit length = 60)
size,degree,ntlx,linbox,ratio(ntlx/linbox)
2,30,0.00001816,0.13746228,0.00013211
2,60,0.00004827,0.12937818,0.00037310
2,120,0.00012153,0.15063986,0.00080673
2,250,0.00039366,0.15084237,0.00260972
2,510,0.00082810,0.16384191,0.00505427
2,1020,0.00176146,0.01925648,0.09147349
2,2040,0.00362494,0.03291422,0.11013297
2,4090,0.00754522,0.06381803,0.11823023
2,8190,0.01152679,0.12602577,0.09146372
2,16380,0.02335635,0.24574263,0.09504394
2,32760,0.05099197,0.48604089,0.10491293
2,131070,0.23612401,1.94575886,0.12135317
4,30,0.00007586,0.93958347,0.00008073
4,60,0.00027406,0.02707760,0.01012121
4,120,0.00077913,0.01854247,0.04201884
4,250,0.00252258,0.01409555,0.17896280
4,510,0.00443679,0.01821452,0.24358550
4,1020,0.00863903,0.02899711,0.29792719
4,2040,0.01454570,0.05530171,0.26302436
4,4090,0.02900034,0.10893317,0.26622137
4,8190,0.06070505,0.21960126,0.27643309
4,16380,0.13277994,0.44102758,0.30106948
4,32760,0.27987595,0.88546453,0.31607811
4,131070,1.24225752,3.59200417,0.34583967
8,30,0.00044676,0.02260862,0.01976052
8,60,0.00167514,0.01350459,0.12404223
8,120,0.00535292,0.01575333,0.33979603
8,250,0.00823172,0.02280816,0.36091101
8,510,0.01374131,0.03663634,0.37507313
8,1020,0.02728330,0.06953204,0.39238460
8,2040,0.05680116,0.13755157,0.41294451
8,4090,0.12169926,0.27301005,0.44576842
8,8190,0.26847182,0.55072804,0.48748529
8,16380,0.56066504,1.10666080,0.50662772
8,32760,1.14958747,2.21539971,0.51890748
8,131070,5.01268630,9.50936297,0.52713166
16,30,0.00336984,0.02621561,0.12854313
16,60,0.00814302,0.02682683,0.30353992
16,120,0.01403984,0.03423712,0.41007665
16,250,0.02764634,0.06083964,0.45441326
16,510,0.05713702,0.11759816,0.48586658
16,1020,0.12299887,0.23280686,0.52833010
16,2040,0.26234942,0.46828386,0.56023588
16,4090,0.55085861,0.94179019,0.58490588
16,8190,1.13405234,1.89562282,0.59824789
16,16380,2.34475081,4.01359732,0.58420181
16,32760,4.75867634,8.34825374,0.57002057
16,131070,21.48364894,38.79744032,0.55373882
32,30,0.01287188,0.03582153,0.35933363
32,60,0.02587652,0.05982468,0.43253918
32,120,0.05339369,0.10832327,0.49291055
32,250,0.11140846,0.21681188,0.51384851
32,510,0.23921096,0.43649237,0.54803012
32,1020,0.49515237,0.88031643,0.56247089
32,2040,1.02622821,1.76654075,0.58092530
32,4090,2.10375774,3.72089329,0.56539051
32,8190,4.34334331,7.78090558,0.55820537
32,16380,8.94690986,16.45612279,0.54368274
32,32760,18.90692533,34.47680733,0.54839548
64,30,0.13870550,0.11415537,1.21505894
64,60,0.13058650,0.20547029,0.63554929
64,120,0.27541179,0.41895941,0.65737106
64,250,0.55365412,0.85664835,0.64630267
64,510,1.22319560,1.77007506,0.69104166
64,1020,2.47022362,3.69880868,0.66784304
64,2040,5.22568426,7.57016489,0.69029993
64,4090,10.80586365,16.07033530,0.67241059
64,8190,22.77335661,33.77813173,0.67420415
128,30,0.58442213,0.46394734,1.25967343
128,60,0.99069605,0.90586056,1.09365182
128,120,2.05281881,1.87131908,1.09699026
128,250,2.97672406,3.98520429,0.74694391
128,510,6.53934601,8.19158539,0.79830041
128,1020,13.88061329,17.27256781,0.80362187
128,2040,28.85738562,40.24310924,0.71707644
256,30,2.60050016,1.91478688,1.35811468
256,60,4.57240339,4.00569928,1.14147445
256,120,9.22955193,8.31370331,1.11016133
256,250,19.29731031,19.53263742,0.98795211
256,510,39.79476133,39.68377281,1.00279682
512,30,11.87181973,9.36612888,1.26752684
512,60,21.11072170,20.44448143,1.03258778
512,120,42.75152432,42.11415722,1.01513427
1024,30,57.70329288,50.55978171,1.14128841
